,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
44146,2767345-20230116,2881631,472751,1,MARIA FLORES,LUPITA'S GIFT SHOP,4545 W DIVISION ST  N11,CHICAGO,IL,60651,37.0,,37-,,1010,Limited Business License,904 | 911,Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,2767345,RENEW,,11/15/2022,12/19/2022,N,01/16/2023,01/15/2025,12/19/2022,12/20/2022,AAI,,,41.902331663,-87.740458945,"(41.902331662977616, -87.74045894485229)"
44149,2808573-20221116,2869799,259117,5,"WOOD ENTERPRISES, INC.",JEWELL EVENTS CATERING,1930-1932 W LAKE ST FLOORS 1-2,CHICAGO,IL,60612,27.0,,27-,,1006,Retail Food Establishment,760,Retail Sale of Food for Offsite Consumption,2808573,RENEW,,09/15/2022,10/14/2022,N,11/16/2022,11/15/2024,10/14/2022,12/20/2022,AAI,,,41.885133966,-87.675561269,"(41.88513396604436, -87.67556126866802)"
44156,2886459-20221220,2886459,492751,1,JASON E ISAACS,JASON E ISAACS,7330 S PRAIRIE AVE,CHICAGO,IL,60619,6.0,6.0,6-6,3.0,4406,Peddler License,968,"Combination - Street Performer and Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers",2886459,ISSUE,12/20/2022,12/20/2022,12/20/2022,N,12/20/2022,01/15/2025,,12/20/2022,AAI,,,41.761056468,-87.618518302,"(41.76105646825949, -87.61851830199328)"
44160,2753875-20221116,2871713,470553,1,MOODY TEAS LLC,MOODY TEAS,4072 N SHERIDAN RD  2C,CHICAGO,IL,60613,46.0,,46-,,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2753875,RENEW,,09/15/2022,09/29/2022,N,11/16/2022,11/15/2024,,12/20/2022,AAI,,34.0,41.956577366,-87.654750368,"(41.95657736618049, -87.65475036765955)"
44161,2840822-20220426,2840822,484513,1,COLD AS ICE INK LLC,COLD AS ICE INK/COLD AS ICE,8100 S STONY ISLAND AVE  UNIT G,CHICAGO,IL,60617,8.0,,8-,,4404,Regulated Business License,143 | 143 | 767 | 828 | 1048,Engage in Body Piercing | Engage in Body Piercing | Retail Sales of General Merchandise and Non-Perishable Food | Tattoo / Permanent Body Art and Make-Up / Micro Blading | Enagage in Ear Piercing Services,2840822,ISSUE,04/01/2022,04/01/2022,04/01/2022,N,04/26/2022,05/15/2024,04/26/2022,04/26/2022,AAI,,50.0,41.747749212,-87.586037416,"(41.7477492117195, -87.58603741639237)"
44164,2886396-20221220,2886396,492716,1,THE TOMS-PRICE CO.,TOMS-PRICE HOME,2111 N CLYBOURN AVE,CHICAGO,IL,60614,2.0,,2-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2886396,ISSUE,12/16/2022,12/16/2022,12/20/2022,N,12/20/2022,01/15/2025,12/20/2022,12/20/2022,AAI,,,41.919687961,-87.661511321,"(41.91968796105241, -87.66151132095324)"
44184,2496012-20221116,2871049,411099,1,NEW BELMONT AUTO ENTERPRISES INC.,NEW BELMONT AUTO ENTERPRISES INC.,4110-4116 W BELMONT AVE 1ST,CHICAGO,IL,60641,30.0,26.0,30-26,17.0,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2496012,RENEW,,09/15/2022,,N,11/16/2022,11/15/2024,12/14/2022,12/15/2022,AAI,,,41.939165659,-87.730137181,"(41.939165658937114, -87.73013718098696)"
44188,2882272-20221219,2882272,492260,1,MAKSYM ZHULAI,MAKSYM ZHULAI,5310 N CHESTER AVE  APT 423,CHICAGO,IL,60656,41.0,,41-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2882272,ISSUE,11/30/2022,11/30/2022,12/03/2022,N,12/19/2022,01/15/2025,12/16/2022,12/19/2022,AAI,,,41.975861339,-87.839263731,"(41.975861339148764, -87.83926373124639)"
44193,2872389-20230116,2881304,471519,3,"CUSTOMINK STORES, LLC","CUSTOMINK STORES, LLC",175 N SANGAMON ST,CHICAGO,IL,60607,27.0,,27-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2872389,RENEW,,11/15/2022,11/15/2022,N,01/16/2023,01/15/2025,11/15/2022,12/20/2022,AAI,,,41.885246844,-87.650817546,"(41.88524684370508, -87.65081754595475)"
44208,2753488-20221016,2866978,470256,1,MY CORNER OFFICE LLC,MY CORNER OFFICE,4631 N LINCOLN AVE,CHICAGO,IL,60625,47.0,,47-,,1010,Limited Business License,602,Administrative Commercial Office,2753488,RENEW,,08/15/2022,12/20/2022,N,10/16/2022,10/15/2024,12/20/2022,12/21/2022,AAI,,21.0,41.965765506,-87.686521271,"(41.96576550640021, -87.6865212714869)"
44223,2771650-20230216,2886174,473254,1,"ELBE CREATIVE, INC.","ELBE CREATIVE, INC.",4410 N RAVENSWOOD AVE 2 203,CHICAGO,IL,60640,47.0,,47-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2771650,RENEW,,12/15/2022,12/20/2022,N,02/16/2023,02/15/2025,12/20/2022,12/21/2022,AAI,,31.0,41.961888941,-87.674679034,"(41.961888941240424, -87.67467903407251)"
44224,2886481-20221221,2886481,492759,1,PREGIS LLC,PREGIS,227 W MONROE ST 41 4100,CHICAGO,IL,60606,42.0,,42-,,1010,Limited Business License,602,Administrative Commercial Office,2886481,ISSUE,12/20/2022,12/20/2022,12/20/2022,N,12/21/2022,01/15/2025,12/20/2022,12/21/2022,AAI,,,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
44237,2886332-20221221,2886332,454499,4,"BEST BAR CRAWLS, LLC","BEST BAR CRAWLS, LLC",401 N MICHIGAN AVE  1200,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,703,Advertising / Marketing / Sales Office,2886332,C_LOC,12/15/2022,12/15/2022,12/20/2022,N,12/21/2022,12/15/2024,12/20/2022,12/21/2022,AAI,,,41.889354252,-87.624102456,"(41.88935425192819, -87.62410245624348)"
44245,2766791-20230216,2885974,472416,1,SLICE OF SPICES LLC,HIMALAYAN - CURRY AND PIZZA,2312 N LINCOLN AVE,CHICAGO,IL,60614,43.0,,43-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2766791,RENEW,,12/15/2022,12/20/2022,N,02/16/2023,02/15/2025,12/20/2022,12/21/2022,AAI,,35.0,41.923879406,-87.646783768,"(41.92387940553193, -87.6467837684582)"
44248,2770987-20221216,2875017,377289,2,CRISTINA SANTELLANO,KRYSA HAIR SALON,2409 N ASHLAND AVE 1 1,CHICAGO,IL,60614,32.0,,32-,,1010,Limited Business License,767 | 894 | 895,Retail Sales of General Merchandise and Non-Perishable Food | Hair Services | Nail Services,2770987,RENEW,,10/15/2022,12/14/2022,N,12/16/2022,12/15/2024,12/15/2022,12/21/2022,AAI,,,41.925450167,-87.668009262,"(41.92545016698433, -87.6680092624527)"
44255,2886527-20221221,2886527,492798,1,SHANTELLE CAPRICE GOSTON,SHANTELLE CAPRICE GOSTON,5658 S PEORIA ST,CHICAGO,IL,60621,16.0,15.0,16-15,7.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2886527,ISSUE,12/21/2022,12/21/2022,12/21/2022,N,12/21/2022,01/15/2025,,12/21/2022,AAI,,,41.790719147,-87.647643728,"(41.79071914726846, -87.64764372816879)"
44260,2886333-20221221,2886333,454495,4,"BEST BOAT CRUISES, LLC","BEST BOAT CRUISES, LLC",401 N MICHIGAN AVE  1200,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,703,Advertising / Marketing / Sales Office,2886333,C_LOC,12/15/2022,12/15/2022,12/20/2022,N,12/21/2022,12/15/2024,12/20/2022,12/21/2022,AAI,,,41.889354252,-87.624102456,"(41.88935425192819, -87.62410245624348)"
44262,2694979-20230216,2885897,463491,1,LITTLE EINSTEINS AFTER-SCHOOL CENTER LLC,LITTLE EINSTEINS AFTER-SCHOOL CENTER,1125 W 31ST ST 1,CHICAGO,IL,60608,11.0,,11-,,1023,Children's Services Facility License,905,After School Program / Tutoring Children Under 18 Years of Age,2694979,RENEW,,12/15/2022,12/20/2022,N,02/16/2023,02/15/2025,12/20/2022,12/21/2022,AAI,,,41.837821249,-87.654779098,"(41.8378212485458, -87.65477909793002)"
44263,2896104-20230307,2896104,494669,1,"ENTRIVIS ASSET SERVICES, LLC","ENTRIVIS ASSET SERVICES, LLC",405 W SUPERIOR ST 7 704,CHICAGO,IL,60654,42.0,,42-,,1010,Limited Business License,1078,Property Management / Real Estate Management,2896104,ISSUE,03/03/2023,03/03/2023,03/03/2023,N,03/07/2023,03/15/2025,03/03/2023,03/07/2023,AAI,,,41.895422139,-87.638793208,"(41.895422138635716, -87.63879320801375)"
44270,2786179-20230516,2900142,474951,1,RTC FITNESS LLC,ALIDA126,5342 W LAWRENCE AVE,CHICAGO,IL,60630,45.0,,45-,,4404,Regulated Business License,661 | 926,Fitness Training On and Off Premise | Fitness Classes,2786179,RENEW,,03/15/2023,03/15/2023,N,05/16/2023,05/15/2025,03/15/2023,03/16/2023,AAI,,,41.967747001,-87.761313403,"(41.96774700069497, -87.76131340272319)"
44304,2886549-20221222,2886549,492808,1,STUDIO ONYX 001 LLC,STUDIO ONYX 001,800 N CLARK ST 1,CHICAGO,IL,60610,2.0,,2-,,4404,Regulated Business License,661 | 670 | 904 | 926 | 927,Fitness Training On and Off Premise | Health Club | Retail Sales of General Merchandise | Fitness Classes | Yoga Instruction,2886549,ISSUE,12/21/2022,12/21/2022,12/21/2022,N,12/22/2022,01/15/2025,12/21/2022,12/22/2022,AAI,,,41.89670114,-87.631393161,"(41.896701140158896, -87.63139316051294)"
44305,2757158-20221016,2865808,394014,4,CRISTINA GARCIA,MARGARITAS CREACIONES,"4100 S ASHLAND AVE 1ST 382,383",CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904 | 911,Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,2757158,RENEW,,08/15/2022,10/09/2022,N,10/16/2022,10/15/2024,10/09/2022,10/11/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44313,2758056-20221116,2872131,471511,1,SILVA CUEVAS & CATHALINE GUTIERREZ,ELECTRO FASHION,"4100 S ASHLAND AVE INSIDE 4A,57,43 OUT 414,932",CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,772 | 911,Retail Sales of New Electronics and Accessories | Retail Sales of Clothing / Accessories / Shoes,2758056,RENEW,,09/15/2022,11/03/2022,N,11/16/2022,11/15/2024,11/03/2022,11/04/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44358,2907097-20230515,2907097,8970,239,"COMPASS GROUP USA, INC.",CANTEEN @ WEWORK THE NATIONAL,125 S CLARK ST,CHICAGO,IL,60603,34.0,,34-,,1010,Limited Business License,963,Automatic Food Vending Machine Business,2907097,ISSUE,05/11/2023,05/11/2023,05/12/2023,N,05/15/2023,04/15/2024,05/12/2023,05/15/2023,AAI,,,41.879988513,-87.630688841,"(41.87998851304621, -87.63068884103124)"
44374,2757838-20221116,2872064,471359,1,ROSA OCAMPO & PROCESO OCAMPO,OCAMPO,"4100 S ASHLAND AVE  231,232,71",CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2757838,RENEW,,09/15/2022,09/27/2022,N,11/16/2022,11/15/2024,09/27/2022,09/28/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44376,2758140-20221116,2872159,471567,1,IRIS DE SANTIAGO,LUJOSOS COBERTORES DE SANTIAGO,"4100 S ASHLAND AVE  191, OUT",CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2758140,RENEW,,09/15/2022,12/03/2022,N,11/16/2022,11/15/2024,12/03/2022,12/05/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44381,2813606-20221116,2869407,53492,4,TOM GREENSFELDER,GREENSFELDER DESIGN,"2119 W ROSCOE ST 1, STOREFRONT",CHICAGO,IL,60618,32.0,,32-,,1010,Limited Business License,668,Graphic Design and Consultation,2813606,RENEW,,09/15/2022,09/15/2022,N,11/16/2022,11/15/2024,09/15/2022,09/16/2022,AAI,,,41.943067048,-87.681691084,"(41.9430670483663, -87.68169108396599)"
44405,2856875-20220713,2856875,487225,1,COLLEEN PRENDERGAST,COLLEEN PRENDERGAST,"1259 W VICTORIA ST BSMT, 2ND",CHICAGO,IL,60660,48.0,,48-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2856875,ISSUE,06/30/2022,06/30/2022,07/05/2022,N,07/13/2022,07/15/2024,07/12/2022,07/13/2022,AAI,,,41.987269714,-87.662422054,"(41.98726971373158, -87.66242205376498)"
44421,2753678-20221016,2867021,470363,1,SALVADOR GARCIA,SALVADOR GARCIA,"4100 S ASHLAND AVE  509A,510A",CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2753678,RENEW,,08/15/2022,10/04/2022,N,10/16/2022,10/15/2024,10/04/2022,10/04/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44440,2771542-20230216,2886165,473210,1,TAYLOR'D INC.,THE HIVE STUDIOS,4706 N RAVENSWOOD AVE,CHICAGO,IL,60640,47.0,,47-,19.0,1010,Limited Business License,848 | 928,"Training in The Arts of Combat and Self-Defense, Music, Art, Gymnastics, Dance for Children Under 18 Years of Age (Less Than 40% Children) | Training in The Arts of Combat and Self-Defense, Music, Art, Gymnastics, Dance for Adults",2771542,RENEW,,12/15/2022,12/21/2022,N,02/16/2023,02/15/2025,12/21/2022,12/22/2022,AAI,,31.0,41.967244114,-87.6748159,"(41.96724411405896, -87.67481590001559)"
44464,2886496-20221223,2886496,492765,1,HILARIO SOLIS,HILARIO SOLIS,4100 S ASHLAND AVE OUTDOOR 1000,CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904 | 911,Retail Sales of General Merchandise | Retail Sales of Clothing / Accessories / Shoes,2886496,ISSUE,12/20/2022,12/20/2022,12/22/2022,N,12/23/2022,01/15/2025,12/22/2022,12/23/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
44466,2886502-20221223,2886502,491914,2,KSUBI CHICAGO LLC,KSUBI,58 E WALTON ST,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2886502,ISSUE,12/20/2022,12/20/2022,12/20/2022,N,12/23/2022,01/15/2025,12/20/2022,12/23/2022,AAI,,,41.900084845,-87.626108229,"(41.900084844877526, -87.62610822943178)"
44506,2712725-20230116,2880756,395538,3,"HOGAR FURNITURE, INC.",MEDARDO APPAREL,3244 N PULASKI RD 1 STORE,CHICAGO,IL,60641,30.0,,30-,,1010,Limited Business License,767 | 806,Retail Sales of General Merchandise and Non-Perishable Food |  Shipping / Printing Services,2712725,RENEW,,11/15/2022,12/26/2022,N,01/16/2023,01/15/2025,12/26/2022,12/27/2022,AAI,,,41.940390663,-87.727366759,"(41.940390662823106, -87.72736675859416)"
44507,1335490-20230116,2879968,259650,1,ALBERT E. PINTER,PINTER SHEET METAL,1953 N LATROBE AVE,CHICAGO,IL,60639,37.0,,37-,25.0,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,1335490,RENEW,,11/15/2022,12/23/2022,N,01/16/2023,01/15/2025,12/23/2022,12/27/2022,AAI,,,41.916638577,-87.757540937,"(41.91663857669569, -87.75754093676328)"
44518,2708801-20230116,2880755,395538,2,"HOGAR FURNITURE, INC.",HOGAR FURNITURE,3246 N PULASKI RD,CHICAGO,IL,60641,30.0,,30-,,1010,Limited Business License,900,Sale of Furniture,2708801,RENEW,,11/15/2022,12/26/2022,N,01/16/2023,01/15/2025,12/26/2022,12/27/2022,AAI,,,41.940439918,-87.727368446,"(41.940439918180296, -87.72736844622571)"
44519,2886400-20221227,2886400,492722,1,"HANESBRANDS DIRECT, LLC",CHAMPION,1520 N MILWAUKEE AVE,CHICAGO,IL,60622,1.0,,1-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2886400,ISSUE,12/19/2022,12/19/2022,12/23/2022,N,12/27/2022,01/15/2025,12/23/2022,12/27/2022,AAI,,33.0,41.909066351,-87.675642227,"(41.90906635057472, -87.67564222734792)"
44531,2771375-20230216,2886139,473115,1,KRAY DISTRIBUTORS INC,KRAY DISTRIBUTORS,2635 S WABASH AVE  201,CHICAGO,IL,60616,3.0,,3-,,1010,Limited Business License,925,Miscellaneous Wholesale,2771375,RENEW,,12/15/2022,12/25/2022,N,02/16/2023,02/15/2025,12/25/2022,12/27/2022,AAI,,,41.844614023,-87.625153538,"(41.844614022638424, -87.6251535376535)"
44550,1976112-20220716,2886637,331578,1,"SCHNEIDER NATIONAL CARRIERS, INC.","SCHNEIDER NATIONAL CARRIERS, INC",3600 S KOSTNER AVE 1ST,CHICAGO,IL,60632,22.0,,22-,10.0,1010,Limited Business License,602,Administrative Commercial Office,1976112,RENEW,,12/28/2022,12/28/2022,N,07/16/2022,07/15/2024,12/28/2022,12/28/2022,AAI,,,41.827184915,-87.735426695,"(41.82718491475337, -87.7354266945466)"
44559,2867518-20221215,2867518,468994,2,JAMRA HOSPITALITY LLC,EVETTE'S LINCOLN PARK,2044 W WARNER AVE  206,CHICAGO,IL,60618,47.0,12.0,47-12,19.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2867518,ISSUE,08/18/2022,08/18/2022,08/18/2022,N,12/15/2022,10/15/2024,,12/28/2022,AAI,,38.0,41.956978607,-87.68057018,"(41.95697860656084, -87.68057018033998)"
44568,2886662-20221229,2886662,492882,1,CHRISTIAN MICHEL,CHRISTIAN MICHEL,4806 N MAGNOLIA AVE  409,CHICAGO,IL,60640,47.0,15.0,47-15,20.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2886662,ISSUE,12/29/2022,12/29/2022,12/29/2022,N,12/29/2022,01/15/2025,,12/29/2022,AAI,,31.0,41.969228582,-87.661196854,"(41.96922858186407, -87.66119685376626)"
44572,2646371-20230216,2885807,455930,1,ADVANCED ON-SITE CONCRETE LLC,ADVANCED ON-SITE CONCRETE,5308 W GRAND AVE 1ST,CHICAGO,IL,60639,36.0,,36-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2646371,RENEW,,12/15/2022,12/28/2022,N,02/16/2023,02/15/2025,12/28/2022,12/29/2022,AAI,,,41.917593752,-87.758877455,"(41.917593752450784, -87.758877455337)"
44579,2886385-20221229,2886385,492710,1,WILLIAM DONOVAN,WILLIAM DONOVAN,5248 N GLENWOOD AVE  SIDE ENTRY,CHICAGO,IL,60640,48.0,,48-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2886385,ISSUE,12/16/2022,12/16/2022,12/16/2022,N,12/29/2022,01/15/2025,12/28/2022,12/29/2022,AAI,,22.0,41.977709646,-87.664938746,"(41.97770964649919, -87.66493874612613)"
44591,2630912-20230116,2881092,432103,1,"MCCANN HEALTH MEDICAL COMMUNICATIONS, INC.","MCCANN HEALTH MEDICAL COMMUNICATIONS, INC.",875 N MICHIGAN AVE 24,CHICAGO,IL,60611,2.0,,2-,,1010,Limited Business License,703,Advertising / Marketing / Sales Office,2630912,RENEW,,11/15/2022,12/28/2022,N,01/16/2023,01/15/2025,12/28/2022,12/29/2022,AAI,,,41.898948542,-87.623974988,"(41.898948541729865, -87.62397498768968)"
44602,2758290-20221216,2876248,471652,1,"9518 CELLULAR, INC.",BOOST,9518 S HALSTED ST,CHICAGO,IL,60628,21.0,,21-,,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2758290,RENEW,,10/15/2022,12/28/2022,N,12/16/2022,12/15/2024,12/28/2022,12/29/2022,AAI,,,41.720876049,-87.64334592,"(41.72087604873546, -87.64334592026209)"
44612,2882634-20221230,2882634,492518,1,BOULEVARD VETERINARY LAKEVIEW LLC,BOULEVARD VETERINARY LAKEVIEW,510 W DIVERSEY PKWY,CHICAGO,IL,60614,44.0,,44-,,1032,Animal Care License,857,Operate a Veterinary Hospital,2882634,ISSUE,12/09/2022,12/09/2022,12/12/2022,N,12/30/2022,01/15/2025,12/29/2022,12/30/2022,AAI,,8.0,41.932969713,-87.641860443,"(41.9329697131294, -87.64186044309945)"
44620,2882104-20221230,2882104,492130,1,"TRENCHES BOXING AND FITNESS, LLC","TRENCHES BOXING AND FITNESS, LLC",5711 N MILWAUKEE AVE 1 2,CHICAGO,IL,60646,45.0,,45-,,1010,Limited Business License,661,Fitness Training On and Off Premise,2882104,ISSUE,11/25/2022,11/25/2022,12/29/2022,N,12/30/2022,01/15/2025,12/29/2022,12/30/2022,AAI,,,41.985405447,-87.776445863,"(41.985405447010876, -87.776445863332)"
44625,2882720-20221230,2882720,485394,2,TRUE LOVE KITCHEN LLC,ANICA JASPER / THE TRUSTED KITCHEN,1481 W ERIE ST 3RD 3R,CHICAGO,IL,60642,1.0,37.0,1-37,12.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2882720,ISSUE,12/13/2022,12/13/2022,12/13/2022,N,12/30/2022,01/15/2025,,12/30/2022,AAI,,,41.893260154,-87.665494195,"(41.89326015449359, -87.66549419490126)"
44626,2363731-20221116,2870810,394544,1,CARLA EVANS,CARLA EVANS,3912 N OCTAVIA AVE 1ST,CHICAGO,IL,60634,38.0,54.0,38-54,16.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2363731,RENEW,,09/15/2022,12/30/2022,N,11/16/2022,11/15/2024,,12/30/2022,AAI,,,41.951110985,-87.809777934,"(41.95111098502177, -87.80977793413618)"
44641,2368768-20221216,2875299,395070,1,SUSAN HAITZ,SUSAN HAITZ,3720 N LAKEWOOD AVE,CHICAGO,IL,60613,44.0,13.0,44-13,19.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2368768,RENEW,,10/15/2022,01/01/2023,N,12/16/2022,12/15/2024,,01/01/2023,AAI,,,41.949582219,-87.66180804,"(41.94958221890337, -87.66180804010334)"
44652,2659033-20220616,2844505,427446,2,PEAR LLC,PEAR CHEF,2300 S DR MARTIN LUTHER KING JR DR 1,CHICAGO,IL,60616,4.0,6.0,4-6,1.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2659033,RENEW,,04/15/2022,01/03/2023,N,06/16/2022,06/15/2024,,01/03/2023,AAI,,,41.851187064,-87.619112611,"(41.851187063739125, -87.61911261124212)"
44663,2886444-20230103,2886444,492746,1,PULASKI & LAKE FOOD MART INC.,PULASKI & LAKE FOOD MART INC.,304 N PULASKI RD 1,CHICAGO,IL,60624,28.0,,28-,,1006,Retail Food Establishment,767 | 775,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,2886444,ISSUE,12/19/2022,12/19/2022,12/20/2022,N,01/03/2023,01/15/2025,12/30/2022,01/03/2023,AAI,,,41.885533551,-87.725952907,"(41.885533551021155, -87.7259529067683)"
44682,2766634-20230216,2885968,472308,1,ALEX & A AUTO REPAIR AND TIRES INC.,ALEX & A AUTO REPAIR AND TIRES INC.,936 W 31ST ST,CHICAGO,IL,60608,11.0,,11-,,8340,Motor Vehicle Services License,712 | 779,Motor Vehicle Repair -  Engine and Transmission Work | Sale and Storage of Tires (100 - 1000),2766634,RENEW,,12/15/2022,01/02/2023,N,02/16/2023,02/15/2025,01/02/2023,01/03/2023,AAI,,,41.838104499,-87.650158699,"(41.838104498916024, -87.65015869855748)"
44711,2886752-20230104,2886752,492962,1,DIMITAR NIKOLAEV SALCHEV,DIMITAR SALCHEV,5309 W NEWPORT AVE,CHICAGO,IL,60641,30.0,9.0,30-9,16.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2886752,ISSUE,01/04/2023,01/04/2023,01/04/2023,N,01/04/2023,01/15/2025,,01/04/2023,AAI,,,41.943116755,-87.759713692,"(41.94311675478254, -87.75971369162292)"
44736,2758128-20221116,2872157,471561,1,ADC HEATING AND COOLING LLC,ADC HEATING AND COOLING LLC,1646 N MANGO AVE 1ST,CHICAGO,IL,60639,29.0,,29-,,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2758128,RENEW,,09/15/2022,01/03/2023,N,11/16/2022,11/15/2024,01/03/2023,01/04/2023,AAI,,,41.910723774,-87.769296448,"(41.91072377429771, -87.76929644770375)"
44739,2882667-20230104,2882667,492550,1,PINK SALT LLC,PINK SALT LLC,2239 W ARMITAGE AVE 2,CHICAGO,IL,60647,32.0,32.0,32-32,14.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2882667,ISSUE,12/12/2022,12/22/2022,12/22/2022,N,01/04/2023,01/15/2025,,01/04/2023,AAI,,,41.917520885,-87.684075933,"(41.91752088508729, -87.68407593301725)"
44742,2881706-20230104,2881706,455553,1,"GC BY GEORGE CHARLES, INC","GC BY GEORGE CHARLES, INC",34 E OAK ST 3,CHICAGO,IL,60611,42.0,,42-,,4404,Regulated Business License,144 | 828 | 894 | 904 | 956 | 1039,"Hair, Nail, and Skin Care Services | Tattoo / Permanent Body Art and Make-Up / Micro Blading | Hair Services | Retail Sales of General Merchandise | Provide Waxing Services | Engage in Microblading Activities",2881706,ISSUE,11/15/2022,11/21/2022,11/21/2022,N,01/04/2023,01/15/2025,01/03/2023,01/04/2023,AAI,,,41.900876076,-87.627071124,"(41.90087607617737, -87.62707112396201)"
44749,2767330-20230116,2881628,472737,1,JEMAL SAID,BILAL FASHION,2417 W DEVON AVE,CHICAGO,IL,60659,50.0,,50-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2767330,RENEW,,11/15/2022,01/03/2023,N,01/16/2023,01/15/2025,01/03/2023,01/04/2023,AAI,,43.0,41.997605945,-87.690617997,"(41.99760594461211, -87.69061799703289)"
44753,2786150-20221016,2866561,431389,3,POSH LASH INC.,POSH LASH & LASER,1652 E 53RD ST,CHICAGO,IL,60615,5.0,,5-,,1010,Limited Business License,144 | 895 | 896 | 904,"Hair, Nail, and Skin Care Services | Nail Services | Skincare Services | Retail Sales of General Merchandise",2786150,RENEW,,08/15/2022,01/03/2023,N,10/16/2022,10/15/2024,01/03/2023,01/04/2023,AAI,,61.0,41.799707949,-87.584704337,"(41.799707949334966, -87.58470433664016)"
44770,2641824-20230116,2881203,455458,1,AIDS HEALTHCARE FOUNDATION,OUT OF THE CLOSET,3311 N HALSTED ST 1 104,CHICAGO,IL,60657,44.0,,44-,,1010,Limited Business License,900 | 911,Sale of Furniture | Retail Sales of Clothing / Accessories / Shoes,2641824,RENEW,,11/15/2022,11/17/2022,N,01/16/2023,01/15/2025,11/17/2022,01/05/2023,AAI,,18.0,41.942160106,-87.649192385,"(41.942160105572846, -87.64919238541563)"
